timestamp,responseTime,trial,targetWord,chosenWord,chosenCategory,chosenPosition,subjID,order,touchscreen,os,test_day,correct
2023-03-01T19:51:22.771Z,5722,1,eye,eye,target,upper-left,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:51:29.470Z,4238,2,carrot,carrot,target,lower-right,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:51:37.337Z,6609,3,ant,ant,target,upper-right,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:51:43.253Z,4067,4,elk,elk,target,upper-left,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:51:48.153Z,3326,5,choir,choir,target,upper-right,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:51:52.803Z,2926,6,ventilator,ventilator,target,lower-left,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:51:57.452Z,3258,7,arugula,dracula,dist2,upper-left,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,0
2023-03-01T19:52:01.736Z,2858,8,giraffe,giraffe,target,upper-left,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:05.836Z,2825,9,palmtree,palmtree,target,lower-left,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:09.769Z,2525,10,pineapple,pineapple,target,lower-right,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:15.019Z,3891,11,ocean,ocean,target,upper-left,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:20.036Z,3652,12,gazelle,gazelle,target,lower-right,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:26.303Z,4811,13,chanterelle,chanterelle,target,upper-left,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:31.886Z,4357,14,ruin,ruin,target,lower-right,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:35.587Z,2460,15,labyrinth,labyrinth,target,lower-left,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:40.120Z,3294,16,orchid,orchid,target,lower-left,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:44.202Z,2875,17,zucchini,zucchini,target,upper-right,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:48.104Z,2702,18,kayak,kayak,target,upper-left,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:52.169Z,2555,19,lobster,lobster,target,upper-right,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:52:59.252Z,5768,20,carnation,violets,dist1,lower-right,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,0
2023-03-01T19:53:03.203Z,2643,21,flounder,flounder,target,lower-right,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,1
2023-03-01T19:53:17.102Z,12759,22,cello,marshmallow,dist2,upper-right,1c8ao8Zt,validation - short,FALSE,Mac OS X,2023-03-01,0
2023-03-02T12:03:48.338Z,5280,1,eye,eye,target,upper-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T12:03:56.113Z,5014,2,carrot,carrot,target,lower-right,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T12:04:01.497Z,3927,3,ant,ant,target,upper-right,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T12:04:13.089Z,10240,4,elk,elk,target,upper-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T12:04:32.209Z,17751,5,choir,choir,target,upper-right,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T12:04:43.233Z,6601,6,ventilator,ventilator,target,lower-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T12:04:49.849Z,5288,7,arugula,dracula,dist2,upper-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T12:04:57.698Z,6480,8,giraffe,giraffe,target,upper-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T12:05:02.113Z,3214,9,palmtree,palmtree,target,lower-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T12:05:06.098Z,2872,10,pineapple,pineapple,target,lower-right,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T12:05:13.097Z,5934,11,ocean,river,dist1,lower-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T12:05:20.673Z,6248,12,gazelle,astronaut,dist3,lower-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T12:05:25.929Z,4182,13,chanterelle,butterfly,dist2,lower-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T12:05:45.305Z,18200,14,ruin,goalkeeper,dist3,upper-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T12:05:52.297Z,6032,15,labyrinth,rollercoaster,dist1,upper-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T12:05:59.177Z,5358,16,orchid,banner,dist3,lower-right,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T12:06:06.265Z,5909,17,zucchini,zucchini,target,upper-right,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T12:06:11.889Z,3969,18,kayak,boomerang,dist3,lower-right,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T12:06:17.210Z,4282,19,lobster,microscope,dist3,upper-left,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T12:06:21.889Z,3495,20,carnation,carnation,target,upper-right,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T12:06:35.145Z,11880,21,flounder,pyramid,dist3,upper-right,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T12:06:39.737Z,3313,22,cello,harp,dist1,lower-right,1fabzt9G,validation - short,FALSE,Windows,2023-03-02,0
2023-03-01T18:42:07.640Z,35711,1,eye,eye,target,upper-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:42:17.570Z,6158,2,carrot,carrot,target,lower-right,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:42:26.454Z,4630,3,ant,ant,target,upper-right,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:42:33.528Z,4370,4,elk,elk,target,upper-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:42:41.565Z,5241,5,choir,pipe,dist2,upper-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,0
2023-03-01T18:42:48.783Z,3419,6,ventilator,ventilator,target,lower-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:43:11.371Z,14146,7,arugula,arugula,target,lower-right,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:43:24.901Z,5174,8,giraffe,giraffe,target,upper-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:43:32.244Z,4344,9,palmtree,palmtree,target,lower-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:43:40.675Z,5898,10,pineapple,pineapple,target,lower-right,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:44:00.186Z,17631,11,ocean,ocean,target,upper-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:44:20.779Z,15458,12,gazelle,gazelle,target,lower-right,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:46:09.194Z,105467,13,chanterelle,chanterelle,target,upper-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:46:53.921Z,36686,14,ruin,ruin,target,lower-right,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:47:06.470Z,8672,15,labyrinth,labyrinth,target,lower-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:48:33.020Z,84369,16,orchid,orchid,target,lower-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:48:48.750Z,7991,17,zucchini,zucchini,target,upper-right,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:49:02.900Z,7660,18,kayak,kayak,target,upper-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:49:11.616Z,7360,19,lobster,lobster,target,upper-right,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:49:19.270Z,6597,20,carnation,carnation,target,upper-right,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:49:29.031Z,7952,21,flounder,flounder,target,lower-right,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-01T18:49:45.525Z,14380,22,cello,cello,target,lower-left,1m11RBXv,validation - short,TRUE,Android,2023-03-01,1
2023-03-03T15:57:27.362Z,4842,1,eye,eye,target,upper-left,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:57:34.262Z,3629,2,carrot,carrot,target,lower-right,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:57:40.717Z,3651,3,ant,ant,target,upper-right,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:57:46.467Z,3857,4,elk,elk,target,upper-left,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:57:51.692Z,3859,5,choir,choir,target,upper-right,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:57:57.124Z,3560,6,ventilator,ventilator,target,lower-left,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:58:03.353Z,4881,7,arugula,dracula,dist2,upper-left,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,0
2023-03-03T15:58:07.621Z,2790,8,giraffe,giraffe,target,upper-left,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:58:12.937Z,3632,9,palmtree,palmtree,target,lower-left,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:58:17.520Z,3404,10,pineapple,pineapple,target,lower-right,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:58:24.663Z,5344,11,ocean,ocean,target,upper-left,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:58:33.264Z,7249,12,gazelle,gazelle,target,lower-right,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:58:40.556Z,5314,13,chanterelle,chanterelle,target,upper-left,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:58:48.778Z,5292,14,ruin,ruin,target,lower-right,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:58:56.094Z,4448,15,labyrinth,labyrinth,target,lower-left,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:59:04.557Z,6841,16,orchid,orchid,target,lower-left,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:59:09.670Z,3716,17,zucchini,zucchini,target,upper-right,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:59:14.837Z,3625,18,kayak,kayak,target,upper-left,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:59:18.618Z,2670,19,lobster,lobster,target,upper-right,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:59:24.034Z,4170,20,carnation,violets,dist1,lower-right,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,0
2023-03-03T15:59:31.012Z,5696,21,flounder,flounder,target,lower-right,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,1
2023-03-03T15:59:35.725Z,2972,22,cello,harp,dist1,lower-right,1R9NNwNm,validation - short,FALSE,Windows,2023-03-03,0
2023-03-04T12:21:17.179Z,4426,1,eye,eye,target,upper-left,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:21:26.471Z,6467,2,carrot,carrot,target,lower-right,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:21:32.175Z,3841,3,ant,ant,target,upper-right,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:21:50.375Z,12056,4,elk,elk,target,upper-left,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:22:05.501Z,8373,5,choir,choir,target,upper-right,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
